store_num,dist_manager,store_name,street_address,city,state,zip_code,phone_number,manager,latitude,longitude,mon_hours,tues_hours,wed_hours,thurs_hours,fri_hours,sat_hours,sun_hours,shorthand,google_url,apple_url,email,regional_district_manager_email,district_manager_email,area_manager_email,manager_email,mon_open,mon_close,tues_open,tues_close,wed_open,wed_close,thurs_open,thurs_close,fri_open,fri_close,sat_open,sat_close,sun_open,sun_close
603,Marshall,Loveland Centerra,"6055 Sky Pond Drive, Suite P142",Loveland,CO,80538,970-667-9709,Morris Clyburn,40.4188929,-104.9888483,11 - 7,11 - 6,11 - 6,11 - 7,11 - 6,10 - 5,12  - 5,lovelan,"https://www.google.com/maps/dir//Al's+Formal+Wear,+6055+Sky+Pond+Drive,+Suite+P142,+Promenade+at+Centerra,+The+Promenade+Shops+At+Centerra,+Loveland,+CO+80538/@40.4188929,-104.991037,17z/data=!3m1!5s0x876eacfe2750f199:0x57bb9a6a0ce9895b!4m13!1m4!3m3!1s0x876eacfe6fb31fb9:0x969fe84ba58e2511!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x876eacfe6fb31fb9:0x969fe84ba58e2511!2m2!1d-104.9888483!2d40.4188929","http://maps.apple.com/?daddr=6055,Sky+Pond+Drive,Suite+P142,Promenade+at+Centerra,Loveland,Colorado,80538",store.603@alsformalwear.com,marcus.grimes@alsformalwear.com,morris.clyburn@alsformalwear.com,morris.clyburn@alsformalwear.com,ken.thornton@alsformalwear.com,11,19,11,18,11,18,11,19,11,18,10,17,12,17
605,Marshall,Chapel Hills Mall,"1710 Briargate Boulevard, Suite 428",Colorado Springs,CO,80920,719-598-2325,Olivia WIlliams,38.9468126,-104.7950549,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,Closed,chapelh,"https://www.google.com/maps/dir//Al's+Formal+Wear,+Chapel+Hills+Mall,+1710+Briargate+Blvd+%23428,+Colorado+Springs,+CO+80920/@38.9468126,-104.7972436,17z/data=!3m1!5s0x87134e811f521587:0x7edf0a3a71fdc3d0!4m13!1m4!3m3!1s0x87134e80e1b6494b:0xc4fc677c9d8c903a!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x87134e80e1b6494b:0xc4fc677c9d8c903a!2m2!1d-104.7950549!2d38.9468126","http://maps.apple.com/?daddr=1710,Briargate+Boulevard,Suite+428,Colorado+Springs,Colorado,80920",store.605@alsformalwear.com,marcus.grimes@alsformalwear.com,,shannon.sublett@alsformalwear.com,,11,19,99,99,11,18,11,19,11,18,10,17,99,99
606,Marshall,Southwest Plaza Mall,"8501 West Bowles Avenue, Suite 2C929",Littleton,CO,80123,303-972-0544,Shannon Sublett,39.611695,-105.097078,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,Closed,swplaza,"https://www.google.com/maps/dir//Al's+Formal+Wear,+8501+West+Bowles+Avenue,+Suite+2C929,+Southwest+Plaza+Mall,+Southwest+Plaza,+Littleton,+CO+80123/@39.611695,-105.0992667,17z/data=!3m1!5s0x876b7f1a104eb4a1:0x7edf0a3a6807bb90!4m13!1m4!3m3!1s0x876b7f19a77ab1a5:0xf8078e0b2b5bc83d!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x876b7f19a77ab1a5:0xf8078e0b2b5bc83d!2m2!1d-105.097078!2d39.611695","http://maps.apple.com/?daddr=8501,West+Bowles+Avenue,Suite+2C929,Littleton,+Colorado,80123",store.606@alsformalwear.com,marcus.grimes@alsformalwear.com,,shannon.sublett@alsformalwear.com,shannon.sublett@alsformalwear.com,11,19,99,99,11,18,11,19,11,18,10,17,99,99
608,Marshall,Lakewood City Commons,"7660 West Virginia Avenue, Suite A",Lakewood,CO,80226,303-980-5999,Jessica Bradford,39.706546,-105.081995,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,Closed,lakewoo,"https://www.google.com/maps/dir//Al's+Formal+Wear,+7660+West+Virginia+Avenue,+Suite+A,+Lakewood+City+Commons,+Lakewood,+CO+80226/@39.706546,-105.0841837,17z/data=!4m13!1m4!3m3!1s0x876b81204dbfcdcb:0x3a3e4fe2251cd6eb!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x876b81204dbfcdcb:0x3a3e4fe2251cd6eb!2m2!1d-105.081995!2d39.706546","http://maps.apple.com/?daddr= 7660,West+Virginia+Avenue,Unit+A,Lakewood,Colorado,80226",store.608@alsformalwear.com,marcus.grimes@alsformalwear.com,,shannon.sublett@alsformalwear.com,jessica.bradford@alsformalwear.com,11,19,99,99,11,18,11,19,11,18,10,17,99,99
611,Marshall,Centennial Promenade,9617 East County Line Road,Englewood,CO,80112,303-706-0001,Shannon McGee,39.56757,-104.876083,11 - 7,11 - 6,11 - 6,11 - 7,11 - 6,10 - 5,Closed,centenn,"https://www.google.com/maps/dir//Al's+Formal+Wear,+9617+East+County+Line+Road,+Englewood,+CO/@39.5675647,-104.9111882,13z/data=!3m2!4b1!5s0x876c85b9305be771:0xe8c76feaa0799120!4m8!4m7!1m0!1m5!1m1!1s0x876c85b985970399:0xfb149b7f323b17b2!2m2!1d-104.876083!2d39.56757","http://maps.apple.com/?daddr=9617,East+County+Line+Road,Englewood,Colorado,80112",store.611@alsformalwear.com,marcus.grimes@alsformalwear.com,,shannon.sublett@alsformalwear.com,shannon.mcgee@alsformalwear.com,11,19,11,18,11,18,11,19,11,18,10,17,99,99
613,Marshall,Northglenn Market Place,"10620 Melody Drive, Suite 18",Northglenn,CO,80234,303-252-1010,Shirley Ramos,39.8893199,-104.9924344,11 - 7,11 - 6,11 - 6,11 - 7,11 - 6,10 - 5,12  - 5,nrthgle,"https://www.google.com/maps/dir//Al's+Formal+Wear,+10620+Melody+Drive+%2318,+Northglenn,+CO+80234/@39.8892987,-105.0013636,15z/data=!3m1!5s0x876c767b42f5b09f:0xdef2b13f4bd6cac!4m8!4m7!1m0!1m5!1m1!1s0x876c76634dc247d7:0xc6187ffca065daa!2m2!1d-104.9924344!2d39.8893199","http://maps.apple.com/?daddr=10620,Melody+Drive,Suite+18,Northglenn,Colorado,80234",store.613@alsformalwear.com,marcus.grimes@alsformalwear.com,marshall.wood@alsformalwear.com,morris.clyburn@alsformalwear.com,sherri.ramos@alsformalwear.com,11,19,11,18,11,18,11,19,11,18,10,17,12,17
614,Marshall,Cherry Creek North,"201 Steele Street, Suite 1H",Denver,CO,80206,720-941-2999,Marshall Wood,39.7196969,-104.950112,10 - 7,10 - 6,10 - 6,10 - 7,10 - 6,10 - 5,12  - 5,cherryc,"https://www.google.com/maps/dir//Al's+Formal+Wear,+Cherry+Creek+North+Business+Improvement+District,+201+Steele+St+%231h,+Denver,+CO+80206/@39.7196969,-104.9523007,17z/data=!4m13!1m4!3m3!1s0x876c7e99db02eb91:0x3631b82ec384d5b!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x876c7e99db02eb91:0x3631b82ec384d5b!2m2!1d-104.950112!2d39.7196969","http://maps.apple.com/?daddr=201,Steele+Street,Suite+1H,Denver,Colorado,80206",store.614@alsformalwear.com,marcus.grimes@alsformalwear.com,marshall.wood@alsformalwear.com,,,10,19,10,18,10,18,10,19,10,18,10,17,12,17
615,Marshall,Aurora City Place,"14261 East Cedar Ave., Suite C",Aurora,CO,80012,303-577-3333,Jamandrea Jones,39.713095,-104.821834,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,Closed,aurorac,"https://www.google.com/maps/dir//Al's+Formal+Wear,+14261+East+Cedar+Avenue,+Suite+C,+Aurora+City+Place,+Aurora,+CO+80012/@39.713095,-104.8240227,17z/data=!4m13!1m4!3m3!1s0x876c62e76195108f:0x5b2b43933cf50b02!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x876c62e76195108f:0x5b2b43933cf50b02!2m2!1d-104.821834!2d39.713095","http://maps.apple.com/?daddr=14261,East+Cedar+Avenue,Suite+C,Aurora,Colorado,80012",store.615@alsformalwear.com,marcus.grimes@alsformalwear.com,marshall.wood@alsformalwear.com,morris.clyburn@alsformalwear.com,jay.jones@alsformalwear.com,11,19,99,99,11,18,11,19,11,18,10,17,99,99
701,LaTanya,Baytown,4810A IH-10 East,Baytown,TX,77521,281-421-1303,Ana Quintana,29.803569,-94.985147,11 - 8,11 - 6,11 - 6,11 - 8,11 - 6,9 - 5,Closed,baytown,"https://www.google.com/maps/dir//Al's+Formal+Wear,+San+Jacinto+Mall,+16900+Garth+Rd,+Baytown,+TX+77521/@29.803569,-94.9873357,17z/data=!4m13!1m4!3m3!1s0x863f5958d4ed5171:0xb7f7991351938f8b!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x863f5958d4ed5171:0xb7f7991351938f8b!2m2!1d-94.985147!2d29.803569","http://maps.apple.com/?daddr=16900,Garth+Road,Baytown,Texas,77521",store.701@alsformalwear.com,leonard.llanes@alsformalwear.com,latanya.johnson@alsformalwear.com,shuranda.rougeau@alsformalwear.com,ana.quintana@alsformalwear.com,11,20,11,18,11,18,11,20,11,18,9,17,99,99
702,LaTanya,Post Oak Uptown,"1801 Post Oak Boulevard., Suite 1A",Houston,TX,77056,713-622-5700,Arthur Warnock,29.747507,-95.460875,11 - 8,11 - 6,11 - 6,11 - 8,11 - 6,10 - 5,Closed,postoak,"https://www.google.com/maps/dir//Al's+Formal+Wear,+1801+Post+Oak+Blvd,+Houston,+TX+77056/@29.747507,-95.4630637,17z/data=!4m13!1m4!3m3!1s0x8640c14194b7e1b7:0x5b1288839d6f94a3!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x8640c14194b7e1b7:0x5b1288839d6f94a3!2m2!1d-95.460875!2d29.747507","http://maps.apple.com/?daddr=1801,Post+Oak+Boulevard,Houston,Texas,77056",store.702@alsformalwear.com,leonard.llanes@alsformalwear.com,latanya.johnson@alsformalwear.com,,arthur.wamock@alsformalwear.com,11,20,11,18,11,18,11,20,11,18,10,17,99,99
704,Donald,Arlington Highlands,"137 Merchants Row, Suite 141",Arlington,TX,76018,817-784-9991,Valerie Byrd,32.681749,-97.112544,11 - 8,11 - 6,11 - 6,11 - 8,11 - 6,10 - 5,12  - 5,southco,"https://www.google.com/maps/dir//Al's+Formal+Wear,+137+Merchants+Row,+Suite+141,+Arlington+Highlands,+Arlington,+TX+76018/@32.681749,-97.1147327,17z/data=!3m1!5s0x864e62b8e8eab6a9:0x7edf0a3a0507acd5!4m13!1m4!3m3!1s0x864e62e0497fd165:0x3954cd5c9f719a08!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x864e62e0497fd165:0x3954cd5c9f719a08!2m2!1d-97.112544!2d32.681749","http://maps.apple.com/?daddr=137,Merchants+Row,Suite+141,Arlington,Texas,76018",store.704@alsformalwear.com,marcus.grimes@alsformalwear.com,donald.doggett@alsformalwear.com,dale.harper@alsformalwear.com,valerie.byrd@alsformalwear.com,11,20,11,18,11,18,11,20,11,18,10,17,12,17
707,Leonard,Victoria,6302 North Navarro Street,Victoria,TX,77904,361-572-3600,Alexis Ortiz,28.853883,-96.996622,11 - 8,11 - 6,11 - 6,11 - 8,11 - 6,10 - 5,Closed,victori,"https://www.google.com/maps/dir//Al's+Formal+Wear,+6302+N+Navarro+St,+Victoria,+TX+77904/@28.853883,-96.9988107,17z/data=!4m13!1m4!3m3!1s0x8642674fe116000d:0x3eb3bf17a05b7f9e!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x8642674fe116000d:0x3eb3bf17a05b7f9e!2m2!1d-96.996622!2d28.853883","http://maps.apple.com/?daddr=6302,North+Navarro+Street,Victoria,Texas,77904",store.707@alsformalwear.com,leonard.llanes@alsformalwear.com,,dandra.jacinto@alsformalwear.com,alexis.ortiz@alsformalwear.com,11,20,11,18,11,18,11,20,11,18,10,17,99,99
708,LaTanya,Woodlands Mall,"1201 Lake Woodlands Drive, Suite 1218",Spring,TX,77380,281-362-7888,Prescilla Chapman,30.1646107,-95.4572849,10 - 8,10 - 8,10 - 8,10 - 8,10 - 8,10 - 6,12  - 6,woodlan,"https://www.google.com/maps/dir//Al's+Formal+Wear,+The+Woodlands+Mall,+1201+Lake+Woodlands+Dr+%231218,+Spring,+TX+77380/@30.164141,-95.4572027,17z/data=!4m13!1m4!3m3!1s0x8647312481cdb0e1:0x39b281047dd4d902!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x8647312481cdb0e1:0x39b281047dd4d902!2m2!1d-95.455014!2d30.164141","http://maps.apple.com/?daddr=1201,Lake+Woodlands+Drive,Suite+1218,Spring,Texas,77380",store.708@alsformalwear.com,leonard.llanes@alsformalwear.com,latanya.johnson@alsformalwear.com,shuranda.rougeau@alsformalwear.com,prescilla.chapman@alsformalwear.com,10,20,10,20,10,20,10,20,10,20,10,18,12,18
710,Donald,Vista Ridge Mall,"2401 Stemmons Freeway, Suite 2096",Lewisville,TX,75067,972-316-1500,Quyen Phan,33.002926,-96.971914,11 - 7,11 - 6,11 - 6,11 - 7,11 - 6,10 - 6,12  - 5,vridge,"https://www.google.com/maps/dir//Al's+Formal+Wear,+%232096,+Vista+Ridge+Mall,+2401+S+Stemmons+Fwy,+Lewisville,+TX+75067/@33.002926,-96.9741027,17z/data=!3m1!5s0x864c2ee682521409:0xb825fcec6614ea65!4m13!1m4!3m3!1s0x864c2ee68fffffff:0xa0fd55eafa27f0bc!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x864c2ee68fffffff:0xa0fd55eafa27f0bc!2m2!1d-96.971914!2d33.002926","http://maps.apple.com/?daddr=2401,Stemmons+Freeway,Suite+2096,Lewisville,Texas,75067",store.710@alsformalwear.com,marcus.grimes@alsformalwear.com,donald.doggett@alsformalwear.com,victoria.rohre@alsformalwear.com,quyen.phan@alsformalwear.com,11,19,11,18,11,18,11,19,11,18,10,18,12,17
714,Leroy,Lakeline Mall,"11200 Lakeline Mall Drive, Suite E-8",Austin,TX,78613,512-335-4700,Jaxs Luera,30.471005,-97.805753,11 - 8,11 - 7,11 - 7,11 - 8,11 - 7,10 - 5,12  - 5,lakelin,"https://www.google.com/maps/dir//Al's+Formal+Wear,+11200+%23E-8+Lakeline+Mall,+Lakeline+Mall,+Lakeline+Mall+Dr,+Austin,+TX+78613/@30.471005,-97.8079417,17z/data=!3m1!5s0x865b32989d6309f7:0x7edf0a3a9894159c!4m13!1m4!3m3!1s0x865b32988bba76bf:0x8e40968b3999bd24!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x865b32988bba76bf:0x8e40968b3999bd24!2m2!1d-97.805753!2d30.471005","http://maps.apple.com/?daddr=11200,Lakeline+Mall+Driv, Suite+E-8,Austin,Texas,78613",store.714@alsformalwear.com,leonard.llanes@alsformalwear.com,leroy.bryant@alsformalwear.com,,mariam.layne@alsformalwear.com,11,20,11,19,11,19,11,20,11,19,10,17,12,17
717,Donald,Oak Lawn,3400 Oak Lawn Avenue,Dallas,TX,75219,214-520-8897,Bryant Brown,32.8109805,-96.8064571,11 - 7,11 - 6,11 - 6,11 - 7,11 - 7,10 - 5,Closed,oaklawn,"https://www.google.com/maps/dir//Al's+Formal+Wear,+3400+Oak+Lawn+Ave,+Dallas,+TX+75219/@32.8126937,-96.8111349,18z/data=!4m13!1m4!3m3!1s0x864e9eceed541c8f:0x6a2b5f230a844c6d!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x864e9eceed541c8f:0x6a2b5f230a844c6d!2m2!1d-96.8064571!2d32.8109805","http://maps.apple.com/?daddr=3400,Oak+Lawn+Avenue,Dallas,Texas,75219",store.717@alsformalwear.com,marcus.grimes@alsformalwear.com,donald.doggett@alsformalwear.com,jason.crouse@alsformalwear.com,bryant.brown@alsformalwear.com,11,19,11,18,11,18,11,19,11,18,10,17,99,99
718,Donald,Mesquite,"1765 North Town East Boulevard, Suite 150A",Mesquite,TX,75150,972-686-5200,Alexander Zamora,32.811312,-96.625771,11 - 7,11 - 6,11 - 6,11 - 7,11 - 6,10 - 5,12  - 5,towneas,"https://www.google.com/maps/dir//Al's+Formal+Wear,+Market+East,+1765+N+Town+E+Blvd,+Mesquite,+TX+75150/@32.811312,-96.6279597,17z/data=!4m13!1m4!3m3!1s0x864ea42bd7c248c1:0x7617d30e8f286d85!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x864ea42bd7c248c1:0x7617d30e8f286d85!2m2!1d-96.625771!2d32.811312","http://maps.apple.com/?daddr=1765,North+Town+East+Boulevard,Mesquite,Texas,75150",store.718@alsformalwear.com,marcus.grimes@alsformalwear.com,donald.doggett@alsformalwear.com,jason.crouse@alsformalwear.com,alex.zamora@alsformalwear.com,11,19,11,18,11,18,11,19,11,18,10,17,12,17
719,Donald,Irving Towne Center,"3401 West Airport Freeway, Suite 122",Irving,TX,75062,972-594-8445,Gabby Nunez,32.839479,-96.991877,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,12  - 5,towncnt,"https://www.google.com/maps/dir//Al's+Formal+Wear,+Irving+Towne+Center,+3401+W+Airport+Fwy+%23122,+Irving,+TX+75062/@32.839479,-96.9940657,17z/data=!3m1!5s0x864e82335e870693:0x7edf0a3ac1a4de55!4m13!1m4!3m3!1s0x864e823341dc67fd:0x8e4fd91b57e965b5!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x864e823341dc67fd:0x8e4fd91b57e965b5!2m2!1d-96.991877!2d32.839479","http://maps.apple.com/?daddr=3401,West+Airport+Freeway,Unit #122,Irving,Texas,75062",store.719@alsformalwear.com,marcus.grimes@alsformalwear.com,donald.doggett@alsformalwear.com,dale.harper@alsformalwear.com,gabby.nunez@alsformalwear.com,11,19,99,99,11,18,11,19,11,18,10,17,12,17
720,Donald,Plano,"1017 North Central Expressway, Suite 110",Plano,TX,75075,972-423-6733,Paul Shearin,33.016076,-96.709901,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,12  - 5,collinc,"https://www.google.com/maps/dir//Al's+Formal+Wear,+1017+%23110,+Collin+Creek+Mall,+N+Central+Expy,+Plano,+TX+75075/@33.016076,-96.7120897,17z/data=!4m13!1m4!3m3!1s0x864c18e1a19bb90d:0x5d206c0aed5be8b8!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x864c18e1a19bb90d:0x5d206c0aed5be8b8!2m2!1d-96.709901!2d33.016076","http://maps.apple.com/?daddr=1017,North+Central+Expressway,Suite 110,Plano,Texas,75075",store.720@alsformalwear.com,marcus.grimes@alsformalwear.com,donald.doggett@alsformalwear.com,jason.crouse@alsformalwear.com,paul.shearin@alsformalwear.com,11,19,99,99,11,18,11,19,11,18,10,17,12,17
721,LaTanya,Meyerland,4926 Beechnut Street,Houston,TX,77096,713-669-8100,Trayna Sanders,29.689566,-95.46387,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,Closed,meyrlan,"https://www.google.com/maps/dir//Al's+Formal+Wear,+4926+Beechnut+St,+Houston,+TX+77096/@29.689566,-95.4660587,17z/data=!4m13!1m4!3m3!1s0x8640c1e88828dd71:0x79dec9c5e0cc1e35!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x8640c1e88828dd71:0x79dec9c5e0cc1e35!2m2!1d-95.46387!2d29.689566","http://maps.apple.com/?daddr=4926,Beechnut+Street,Houston,Texas,77096",store.721@alsformalwear.com,leonard.llanes@alsformalwear.com,latanya.johnson@alsformalwear.com,,trayna.sanders@alsformalwear.com,11,19,99,99,11,18,11,19,11,18,10,17,99,99
722,Bill,French Market,6310A North May Avenue,Oklahoma City,OK,73112,405-842-3400,Alice Leftwich,35.535236,-97.565203,11 - 7,11 - 6,11 - 6,11 - 7,11 - 6,10 - 5,12  - 5,frenchm,"https://www.google.com/maps/dir//Al's+Formal+Wear,+6310+N+May+Ave,+Oklahoma+City,+OK+73112/@35.535236,-97.5673917,17z/data=!4m13!1m4!3m3!1s0x87b21a584a3c2939:0x868a6f4ef959b593!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x87b21a584a3c2939:0x868a6f4ef959b593!2m2!1d-97.565203!2d35.535236","http://maps.apple.com/?daddr=6310,North+May+Avenue,Oklahoma+City,OK,73112",store.722@alsformalwear.com,marcus.grimes@alsformalwear.com,bill.womble@alsformalwear.com,,alice.leftwich@alsformalwear.com,11,19,11,18,11,18,11,19,11,18,10,17,12,17
724,Denise,Arbor Park,"17700 Highway 281 North, Suite 120",San Antonio,TX,78232,210-491-0202,Andrew Llanes,29.601156,-98.46982,11 - 8,11 - 6,11 - 6,11 - 8,11 - 6,10 - 5,12  - 5,arborpr,"https://www.google.com/maps/dir//Al's+Formal+Wear,+17700+U.S.+281+North,+Arbor+Park+Shopping+Center,+Arbor+Park+Ln,+San+Antonio,+TX+78232/@29.601156,-98.4720087,17z/data=!3m1!5s0x865c8a1a44b1e959:0x7edf0a3af4a3bd85!4m13!1m4!3m3!1s0x865c8a1a46f24435:0xdec373c41a094dc!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x865c8a1a46f24435:0xdec373c41a094dc!2m2!1d-98.46982!2d29.601156","http://maps.apple.com/?daddr=17700,Highway+281+North,Suite+120,San+Antonio,Texas,78232",store.724@alsformalwear.com,leonard.llanes@alsformalwear.com,denise.morales@alsformalwear.com,,andrew.llanes@alsformalwear.com,11,20,11,18,11,18,11,20,11,18,10,17,12,17
727,,Fry Road Katy,"19859 Katy Freeway, Suite A",Houston,TX,77094,281-579-2030,,29.784125,-95.715585,11 - 8,11 - 8,11 - 8,11 - 8,11 - 8,9 - 5,12  - 5,fryroad,"https://www.google.com/maps/dir//Al's+Formal+Wear,+19859+Katy+Fwy,+Houston,+TX+77094/@29.784082,-95.717606,17z/data=!4m13!1m4!3m3!1s0x8640d896605eff3b:0x282d651653105a54!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x8640d896605eff3b:0x282d651653105a54!2m2!1d-95.715585!2d29.784125","http://maps.apple.com/?daddr=19859,Katy+Freeway,Houston,Texas,77094",store.727@alsformalwear.com,leonard.llanes@alsformalwear.com,latanya.johnson@alsformalwear.com,,jessica.diaz@alsformalwear.com,11,20,11,20,11,20,11,20,11,20,9,17,12,17
729,Donald,Southlake Center,"200 North Kimball Avenue, Suite 203",Southlake,TX,76092,817-442-1117,Gary Waldrep,32.941488,-97.119299,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,Closed,southla,"https://www.google.com/maps/dir//Al's+Formal+Wear,+%23203,+Southlake+Corners,+200+N+Kimball+Ave,+Southlake,+TX+76092/@32.941488,-97.1214877,17z/data=!4m13!1m4!3m3!1s0x864dd4ead9f18b39:0xa0b9a23d61069bb4!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x864dd4ead9f18b39:0xa0b9a23d61069bb4!2m2!1d-97.119299!2d32.941488","http://maps.apple.com/?daddr=200,North+Kimball+Avenue,Suite+203,Southlake,Texas,76092",store.729@alsformalwear.com,marcus.grimes@alsformalwear.com,donald.doggett@alsformalwear.com,victoria.rohre@alsformalwear.com,gary.waldrep@alsformalwear.com,11,19,99,99,11,18,11,19,11,18,10,17,99,99
730,Donald,Metairie,"3544 Veterans Memorial Boulevard, Suite E",Metairie,LA,70002,504-885-3545,Darnekia Dowl,30.0028969,-90.1616913,11 - 8,11 - 6,11 - 6,11 - 8,11 - 6,9 - 5,Closed,metairi,"https://www.google.com/maps/dir//Al's+Formal+Wear,+3544+Veterans+Memorial+Blvd+%23200,+Metairie,+LA+70002/@30.0028969,-90.16388,17z/data=!4m13!1m4!3m3!1s0x8620b03b86439a73:0xc3626815141be56e!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x8620b03b86439a73:0xc3626815141be56e!2m2!1d-90.1616913!2d30.0028969","http://maps.apple.com/?daddr=3544,Veterans+Memorial+Boulevard,Suite+E,Metairie,Louisiana,70002",store.730@alsformalwear.com,leonard.llanes@alsformalwear.com,donald.daniels@alsformalwear.com,michael.daniel@alsformalwear.com,,11,20,11,18,11,18,11,20,11,18,9,17,99,99
733,Bill,Promenade,4020 South Yale Avenue,Tulsa,OK,74135,918-627-0500,Barbara Reynolds,36.1047471,-95.9231467,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,Closed,promnad,"https://www.google.com/maps/dir//Al's+Formal+Wear,+4020+S+Yale+Ave,+Tulsa,+OK+74135/@36.1047471,-95.9253354,17z/data=!4m13!1m4!3m3!1s0x87b692c7cac32f6d:0x404eef42920e80f!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x87b692c7cac32f6d:0x404eef42920e80f!2m2!1d-95.9231467!2d36.1047471","http://maps.apple.com/?daddr=4020,South+Yale+Avenue,Tulsa,Oklahoma,74135",store.733@alsformalwear.com,marcus.grimes@alsformalwear.com,bill.womble@alsformalwear.com,,barbara.reynolds@alsformalwear.com,11,19,99,99,11,18,11,19,11,18,10,17,99,99
734,Bill,Woodland Hills,7029 South Memorial Drive,Tulsa,OK,74133,918-250-1441,Bill Womble,36.0633389,-95.8816605,11 - 7,11 - 6,11 - 6,11 - 7,11 - 6,10 - 5,12  - 5,woodlnh,"https://www.google.com/maps/dir//Al's+Formal+Wear,+Woodland+Hills+Mall,+7029+S+Memorial+Dr,+Tulsa,+OK+74133/@36.0633389,-95.8838492,17z/data=!4m13!1m4!3m3!1s0x87b68d91bb25d11d:0xcc2a602e9ef01861!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x87b68d91bb25d11d:0xcc2a602e9ef01861!2m2!1d-95.8816605!2d36.0633389","http://maps.apple.com/?daddr=7029,South+Memorial+Drive,Tulsa,Oklahoma,74133",store.734@alsformalwear.com,marcus.grimes@alsformalwear.com,bill.womble@alsformalwear.com,,bill.womble@alsformalwear.com,11,19,11,18,11,18,11,19,11,18,10,17,12,17
736,Bill,Norman,590 Ed Noble Parkway,Norman,OK,73072,405-579-4422,Taylor Bread,35.211855,-97.484996,11 - 7,Closed,11 - 6,11 - 7,11 - 6,10 - 5,Closed,norman,"https://www.google.com/maps/dir//Al's+Formal+Wear,+Parkway+Plaza+Shopping+Center,+590+Ed+Noble+Pkwy,+Norman,+OK+73072/@35.211855,-97.4871847,17z/data=!4m13!1m4!3m3!1s0x87b26906471d05e7:0xd8570697d9ec6f63!2sAl's+Formal+Wear!3b1!4m7!1m0!1m5!1m1!1s0x87b26906471d05e7:0xd8570697d9ec6f63!2m2!1d-97.484996!2d35.211855","http://maps.apple.com/?daddr=5524,Weslayan+Street,Houston,Texas",store.736@alsformalwear.com,marcus.grimes@alsformalwear.com,bill.womble@alsformalwear.com,,taylor.bread@alsforamlwear.com,11,19,99,99,11,18,11,19,11,18,10,17,99,99
